usage_id,device_id,apartment_id,usage_date,consumption_m3
USE-20260926-005-029,WTR-005-029,APT-005-029,2026-09-26,0.54
USE-20260926-005-030,WTR-005-030,APT-005-030,2026-09-26,0.827
USE-20260926-005-031,WTR-005-031,APT-005-031,2026-09-26,0.507
USE-20260926-005-032,WTR-005-032,APT-005-032,2026-09-26,0.842
USE-20260926-005-033,WTR-005-033,APT-005-033,2026-09-26,0.618
USE-20260926-005-034,WTR-005-034,APT-005-034,2026-09-26,0.989
USE-20260926-005-035,WTR-005-035,APT-005-035,2026-09-26,0.479
USE-20260926-005-036,WTR-005-036,APT-005-036,2026-09-26,0.759
USE-20260926-005-037,WTR-005-037,APT-005-037,2026-09-26,0.654
USE-20260926-005-038,WTR-005-038,APT-005-038,2026-09-26,0.249
USE-20260926-005-039,WTR-005-039,APT-005-039,2026-09-26,0.621
USE-20260926-005-040,WTR-005-040,APT-005-040,2026-09-26,0.563
USE-20260926-005-041,WTR-005-041,APT-005-041,2026-09-26,0.368
USE-20260926-005-042,WTR-005-042,APT-005-042,2026-09-26,0.498
USE-20260926-005-043,WTR-005-043,APT-005-043,2026-09-26,0.378
USE-20260926-005-044,WTR-005-044,APT-005-044,2026-09-26,0.796
USE-20260926-005-045,WTR-005-045,APT-005-045,2026-09-26,0.559
USE-20260926-005-046,WTR-005-046,APT-005-046,2026-09-26,0.688
USE-20260926-005-047,WTR-005-047,APT-005-047,2026-09-26,0.584
USE-20260926-005-048,WTR-005-048,APT-005-048,2026-09-26,0.813
USE-20260926-005-049,WTR-005-049,APT-005-049,2026-09-26,0.348
USE-20260926-005-050,WTR-005-050,APT-005-050,2026-09-26,0.726
USE-20260926-006-001,WTR-006-001,APT-006-001,2026-09-26,0.623
USE-20260926-006-002,WTR-006-002,APT-006-002,2026-09-26,0.425
USE-20260926-006-003,WTR-006-003,APT-006-003,2026-09-26,1.088
USE-20260926-006-004,WTR-006-004,APT-006-004,2026-09-26,0.788
USE-20260926-006-005,WTR-006-005,APT-006-005,2026-09-26,0.824
USE-20260926-006-006,WTR-006-006,APT-006-006,2026-09-26,0.86
USE-20260926-006-007,WTR-006-007,APT-006-007,2026-09-26,0.729
USE-20260926-006-008,WTR-006-008,APT-006-008,2026-09-26,0.62
USE-20260926-006-009,WTR-006-009,APT-006-009,2026-09-26,0.555
USE-20260926-006-010,WTR-006-010,APT-006-010,2026-09-26,0.309
USE-20260926-006-011,WTR-006-011,APT-006-011,2026-09-26,0.906
USE-20260926-006-012,WTR-006-012,APT-006-012,2026-09-26,0.675
USE-20260926-006-013,WTR-006-013,APT-006-013,2026-09-26,0.639
USE-20260926-006-014,WTR-006-014,APT-006-014,2026-09-26,0.795
USE-20260926-006-015,WTR-006-015,APT-006-015,2026-09-26,0.522
USE-20260926-006-016,WTR-006-016,APT-006-016,2026-09-26,0.873
USE-20260926-006-017,WTR-006-017,APT-006-017,2026-09-26,0.538
USE-20260926-006-018,WTR-006-018,APT-006-018,2026-09-26,0.674
USE-20260926-006-019,WTR-006-019,APT-006-019,2026-09-26,0.36
USE-20260926-006-020,WTR-006-020,APT-006-020,2026-09-26,0.469
USE-20260926-006-021,WTR-006-021,APT-006-021,2026-09-26,0.767
USE-20260926-006-022,WTR-006-022,APT-006-022,2026-09-26,0.36
USE-20260926-006-023,WTR-006-023,APT-006-023,2026-09-26,0.396
USE-20260926-006-024,WTR-006-024,APT-006-024,2026-09-26,0.51
USE-20260926-006-025,WTR-006-025,APT-006-025,2026-09-26,0.37
USE-20260926-006-026,WTR-006-026,APT-006-026,2026-09-26,0.912
USE-20260926-006-027,WTR-006-027,APT-006-027,2026-09-26,0.568
USE-20260926-006-028,WTR-006-028,APT-006-028,2026-09-26,0.601
USE-20260926-006-029,WTR-006-029,APT-006-029,2026-09-26,0.881
USE-20260926-006-030,WTR-006-030,APT-006-030,2026-09-26,0.578
USE-20260926-006-031,WTR-006-031,APT-006-031,2026-09-26,0.265
USE-20260926-006-032,WTR-006-032,APT-006-032,2026-09-26,0.324
USE-20260926-006-033,WTR-006-033,APT-006-033,2026-09-26,0.707
USE-20260926-006-034,WTR-006-034,APT-006-034,2026-09-26,0.643
USE-20260926-006-035,WTR-006-035,APT-006-035,2026-09-26,0.7
USE-20260926-006-036,WTR-006-036,APT-006-036,2026-09-26,0.666
USE-20260926-006-037,WTR-006-037,APT-006-037,2026-09-26,0.386
USE-20260926-006-038,WTR-006-038,APT-006-038,2026-09-26,0.468
USE-20260926-006-039,WTR-006-039,APT-006-039,2026-09-26,0.729
USE-20260926-006-040,WTR-006-040,APT-006-040,2026-09-26,0.72
USE-20260926-006-041,WTR-006-041,APT-006-041,2026-09-26,0.691
USE-20260926-006-042,WTR-006-042,APT-006-042,2026-09-26,0.545
USE-20260926-006-043,WTR-006-043,APT-006-043,2026-09-26,0.751
USE-20260926-006-044,WTR-006-044,APT-006-044,2026-09-26,0.44
USE-20260926-006-045,WTR-006-045,APT-006-045,2026-09-26,0.957
USE-20260926-006-046,WTR-006-046,APT-006-046,2026-09-26,0.775
USE-20260926-006-047,WTR-006-047,APT-006-047,2026-09-26,0.522
USE-20260926-006-048,WTR-006-048,APT-006-048,2026-09-26,0.682
USE-20260926-006-049,WTR-006-049,APT-006-049,2026-09-26,0.706
USE-20260926-006-050,WTR-006-050,APT-006-050,2026-09-26,0.732
USE-20260926-007-001,WTR-007-001,APT-007-001,2026-09-26,0.465
USE-20260926-007-002,WTR-007-002,APT-007-002,2026-09-26,0.647
USE-20260926-007-003,WTR-007-003,APT-007-003,2026-09-26,0.49
USE-20260926-007-004,WTR-007-004,APT-007-004,2026-09-26,0.678
USE-20260926-007-005,WTR-007-005,APT-007-005,2026-09-26,0.223
USE-20260926-007-006,WTR-007-006,APT-007-006,2026-09-26,0.59
USE-20260926-007-007,WTR-007-007,APT-007-007,2026-09-26,1.027
USE-20260926-007-008,WTR-007-008,APT-007-008,2026-09-26,0.484
USE-20260926-007-009,WTR-007-009,APT-007-009,2026-09-26,0.368
USE-20260926-007-010,WTR-007-010,APT-007-010,2026-09-26,0.825
USE-20260926-007-011,WTR-007-011,APT-007-011,2026-09-26,0.577
USE-20260926-007-012,WTR-007-012,APT-007-012,2026-09-26,0.869
USE-20260926-007-013,WTR-007-013,APT-007-013,2026-09-26,0.472
USE-20260926-007-014,WTR-007-014,APT-007-014,2026-09-26,0.883
USE-20260926-007-015,WTR-007-015,APT-007-015,2026-09-26,0.378
USE-20260926-007-016,WTR-007-016,APT-007-016,2026-09-26,1.009
USE-20260926-007-017,WTR-007-017,APT-007-017,2026-09-26,0.446
USE-20260926-007-018,WTR-007-018,APT-007-018,2026-09-26,0.521
USE-20260926-007-019,WTR-007-019,APT-007-019,2026-09-26,0.617
USE-20260926-007-020,WTR-007-020,APT-007-020,2026-09-26,0.927
USE-20260926-007-021,WTR-007-021,APT-007-021,2026-09-26,0.631
USE-20260926-007-022,WTR-007-022,APT-007-022,2026-09-26,0.463
USE-20260926-007-023,WTR-007-023,APT-007-023,2026-09-26,0.663
USE-20260926-007-024,WTR-007-024,APT-007-024,2026-09-26,0.375
USE-20260926-007-025,WTR-007-025,APT-007-025,2026-09-26,0.732
USE-20260926-007-026,WTR-007-026,APT-007-026,2026-09-26,0.685
USE-20260926-007-027,WTR-007-027,APT-007-027,2026-09-26,0.709
USE-20260926-007-028,WTR-007-028,APT-007-028,2026-09-26,0.777
USE-20260926-007-029,WTR-007-029,APT-007-029,2026-09-26,0.715
USE-20260926-007-030,WTR-007-030,APT-007-030,2026-09-26,0.284
USE-20260926-007-031,WTR-007-031,APT-007-031,2026-09-26,0.958
USE-20260926-007-032,WTR-007-032,APT-007-032,2026-09-26,0.478
USE-20260926-007-033,WTR-007-033,APT-007-033,2026-09-26,0.732
USE-20260926-007-034,WTR-007-034,APT-007-034,2026-09-26,0.637
USE-20260926-007-035,WTR-007-035,APT-007-035,2026-09-26,0.489
USE-20260926-007-036,WTR-007-036,APT-007-036,2026-09-26,0.647
USE-20260926-007-037,WTR-007-037,APT-007-037,2026-09-26,0.549
USE-20260926-007-038,WTR-007-038,APT-007-038,2026-09-26,0.689
USE-20260926-007-039,WTR-007-039,APT-007-039,2026-09-26,0.54
USE-20260926-007-040,WTR-007-040,APT-007-040,2026-09-26,0.691
USE-20260926-007-041,WTR-007-041,APT-007-041,2026-09-26,0.303
USE-20260926-007-042,WTR-007-042,APT-007-042,2026-09-26,0.25
USE-20260926-007-043,WTR-007-043,APT-007-043,2026-09-26,0.554
USE-20260926-007-044,WTR-007-044,APT-007-044,2026-09-26,0.471
USE-20260926-007-045,WTR-007-045,APT-007-045,2026-09-26,0.432
USE-20260926-007-046,WTR-007-046,APT-007-046,2026-09-26,0.555
USE-20260926-007-047,WTR-007-047,APT-007-047,2026-09-26,0.327
USE-20260926-007-048,WTR-007-048,APT-007-048,2026-09-26,0.398
USE-20260926-007-049,WTR-007-049,APT-007-049,2026-09-26,0.527
USE-20260926-007-050,WTR-007-050,APT-007-050,2026-09-26,0.437
USE-20260926-008-001,WTR-008-001,APT-008-001,2026-09-26,0.5
USE-20260926-008-002,WTR-008-002,APT-008-002,2026-09-26,0.332
USE-20260926-008-003,WTR-008-003,APT-008-003,2026-09-26,0.569
USE-20260926-008-004,WTR-008-004,APT-008-004,2026-09-26,0.372
USE-20260926-008-005,WTR-008-005,APT-008-005,2026-09-26,0.705
USE-20260926-008-006,WTR-008-006,APT-008-006,2026-09-26,0.419
USE-20260926-008-007,WTR-008-007,APT-008-007,2026-09-26,0.655
USE-20260926-008-008,WTR-008-008,APT-008-008,2026-09-26,0.451
USE-20260926-008-009,WTR-008-009,APT-008-009,2026-09-26,0.418
USE-20260926-008-010,WTR-008-010,APT-008-010,2026-09-26,0.578
USE-20260926-008-011,WTR-008-011,APT-008-011,2026-09-26,0.729
USE-20260926-008-012,WTR-008-012,APT-008-012,2026-09-26,0.471
USE-20260926-008-013,WTR-008-013,APT-008-013,2026-09-26,0.573
USE-20260926-008-014,WTR-008-014,APT-008-014,2026-09-26,0.512
USE-20260926-008-015,WTR-008-015,APT-008-015,2026-09-26,0.391
USE-20260926-008-016,WTR-008-016,APT-008-016,2026-09-26,0.343
USE-20260926-008-017,WTR-008-017,APT-008-017,2026-09-26,0.59
USE-20260926-008-018,WTR-008-018,APT-008-018,2026-09-26,0.763
USE-20260926-008-019,WTR-008-019,APT-008-019,2026-09-26,0.728
USE-20260926-008-020,WTR-008-020,APT-008-020,2026-09-26,0.729
USE-20260926-008-021,WTR-008-021,APT-008-021,2026-09-26,0.444
USE-20260926-008-022,WTR-008-022,APT-008-022,2026-09-26,0.581
USE-20260926-008-023,WTR-008-023,APT-008-023,2026-09-26,0.708
USE-20260926-008-024,WTR-008-024,APT-008-024,2026-09-26,0.607
USE-20260926-008-025,WTR-008-025,APT-008-025,2026-09-26,0.609
USE-20260926-008-026,WTR-008-026,APT-008-026,2026-09-26,0.652
USE-20260926-008-027,WTR-008-027,APT-008-027,2026-09-26,0.725
USE-20260926-008-028,WTR-008-028,APT-008-028,2026-09-26,0.686
USE-20260926-008-029,WTR-008-029,APT-008-029,2026-09-26,0.534
USE-20260926-008-030,WTR-008-030,APT-008-030,2026-09-26,0.75
USE-20260926-008-031,WTR-008-031,APT-008-031,2026-09-26,0.466
USE-20260926-008-032,WTR-008-032,APT-008-032,2026-09-26,0.812
USE-20260926-008-033,WTR-008-033,APT-008-033,2026-09-26,0.54
USE-20260926-008-034,WTR-008-034,APT-008-034,2026-09-26,0.533
USE-20260926-008-035,WTR-008-035,APT-008-035,2026-09-26,0.377
USE-20260926-008-036,WTR-008-036,APT-008-036,2026-09-26,0.55
USE-20260926-008-037,WTR-008-037,APT-008-037,2026-09-26,0.54
USE-20260926-008-038,WTR-008-038,APT-008-038,2026-09-26,0.634
USE-20260926-008-039,WTR-008-039,APT-008-039,2026-09-26,0.363
USE-20260926-008-040,WTR-008-040,APT-008-040,2026-09-26,0.608
USE-20260926-008-041,WTR-008-041,APT-008-041,2026-09-26,0.689
USE-20260926-008-042,WTR-008-042,APT-008-042,2026-09-26,0.42
USE-20260926-008-043,WTR-008-043,APT-008-043,2026-09-26,0.332
USE-20260926-008-044,WTR-008-044,APT-008-044,2026-09-26,0.326
USE-20260926-008-045,WTR-008-045,APT-008-045,2026-09-26,0.686
USE-20260926-008-046,WTR-008-046,APT-008-046,2026-09-26,0.474
USE-20260926-008-047,WTR-008-047,APT-008-047,2026-09-26,0.527
USE-20260926-008-048,WTR-008-048,APT-008-048,2026-09-26,0.379
USE-20260926-008-049,WTR-008-049,APT-008-049,2026-09-26,0.306
USE-20260926-008-050,WTR-008-050,APT-008-050,2026-09-26,0.606
USE-20260926-009-001,WTR-009-001,APT-009-001,2026-09-26,0.683
USE-20260926-009-002,WTR-009-002,APT-009-002,2026-09-26,0.404
USE-20260926-009-003,WTR-009-003,APT-009-003,2026-09-26,0.483
USE-20260926-009-004,WTR-009-004,APT-009-004,2026-09-26,0.573
USE-20260926-009-005,WTR-009-005,APT-009-005,2026-09-26,0.507
USE-20260926-009-006,WTR-009-006,APT-009-006,2026-09-26,0.771
USE-20260926-009-007,WTR-009-007,APT-009-007,2026-09-26,0.696
USE-20260926-009-008,WTR-009-008,APT-009-008,2026-09-26,0.605
USE-20260926-009-009,WTR-009-009,APT-009-009,2026-09-26,0.418
USE-20260926-009-010,WTR-009-010,APT-009-010,2026-09-26,0.408
USE-20260926-009-011,WTR-009-011,APT-009-011,2026-09-26,0.593
USE-20260926-009-012,WTR-009-012,APT-009-012,2026-09-26,0.73
USE-20260926-009-013,WTR-009-013,APT-009-013,2026-09-26,1.033
USE-20260926-009-014,WTR-009-014,APT-009-014,2026-09-26,0.789
USE-20260926-009-015,WTR-009-015,APT-009-015,2026-09-26,0.495
USE-20260926-009-016,WTR-009-016,APT-009-016,2026-09-26,0.457
USE-20260926-009-017,WTR-009-017,APT-009-017,2026-09-26,0.526
USE-20260926-009-018,WTR-009-018,APT-009-018,2026-09-26,0.332
USE-20260926-009-019,WTR-009-019,APT-009-019,2026-09-26,0.803
USE-20260926-009-020,WTR-009-020,APT-009-020,2026-09-26,0.46
USE-20260926-009-021,WTR-009-021,APT-009-021,2026-09-26,0.705
USE-20260926-009-022,WTR-009-022,APT-009-022,2026-09-26,0.647
USE-20260926-009-023,WTR-009-023,APT-009-023,2026-09-26,0.937
USE-20260926-009-024,WTR-009-024,APT-009-024,2026-09-26,0.432
USE-20260926-009-025,WTR-009-025,APT-009-025,2026-09-26,0.594
USE-20260926-009-026,WTR-009-026,APT-009-026,2026-09-26,0.838
USE-20260926-009-027,WTR-009-027,APT-009-027,2026-09-26,0.72
USE-20260926-009-028,WTR-009-028,APT-009-028,2026-09-26,0.287
USE-20260926-009-029,WTR-009-029,APT-009-029,2026-09-26,1.1
USE-20260926-009-030,WTR-009-030,APT-009-030,2026-09-26,0.329
USE-20260926-009-031,WTR-009-031,APT-009-031,2026-09-26,0.964
USE-20260926-009-032,WTR-009-032,APT-009-032,2026-09-26,0.367
USE-20260926-009-033,WTR-009-033,APT-009-033,2026-09-26,0.69
USE-20260926-009-034,WTR-009-034,APT-009-034,2026-09-26,0.627
USE-20260926-009-035,WTR-009-035,APT-009-035,2026-09-26,0.375
USE-20260926-009-036,WTR-009-036,APT-009-036,2026-09-26,0.889
USE-20260926-009-037,WTR-009-037,APT-009-037,2026-09-26,0.728
USE-20260926-009-038,WTR-009-038,APT-009-038,2026-09-26,0.719
USE-20260926-009-039,WTR-009-039,APT-009-039,2026-09-26,0.856
USE-20260926-009-040,WTR-009-040,APT-009-040,2026-09-26,0.61
USE-20260926-009-041,WTR-009-041,APT-009-041,2026-09-26,0.385
USE-20260926-009-042,WTR-009-042,APT-009-042,2026-09-26,0.473
USE-20260926-009-043,WTR-009-043,APT-009-043,2026-09-26,0.596
USE-20260926-009-044,WTR-009-044,APT-009-044,2026-09-26,0.612
USE-20260926-009-045,WTR-009-045,APT-009-045,2026-09-26,0.466
USE-20260926-009-046,WTR-009-046,APT-009-046,2026-09-26,0.754
USE-20260926-009-047,WTR-009-047,APT-009-047,2026-09-26,0.475
USE-20260926-009-048,WTR-009-048,APT-009-048,2026-09-26,0.408
USE-20260926-009-049,WTR-009-049,APT-009-049,2026-09-26,0.718
USE-20260926-009-050,WTR-009-050,APT-009-050,2026-09-26,0.75
USE-20260926-010-001,WTR-010-001,APT-010-001,2026-09-26,0.273
USE-20260926-010-002,WTR-010-002,APT-010-002,2026-09-26,0.657
USE-20260926-010-003,WTR-010-003,APT-010-003,2026-09-26,0.464
USE-20260926-010-004,WTR-010-004,APT-010-004,2026-09-26,0.661
USE-20260926-010-005,WTR-010-005,APT-010-005,2026-09-26,0.641
USE-20260926-010-006,WTR-010-006,APT-010-006,2026-09-26,0.566
USE-20260926-010-007,WTR-010-007,APT-010-007,2026-09-26,0.72
USE-20260926-010-008,WTR-010-008,APT-010-008,2026-09-26,0.377
USE-20260926-010-009,WTR-010-009,APT-010-009,2026-09-26,0.696
USE-20260926-010-010,WTR-010-010,APT-010-010,2026-09-26,0.517
USE-20260926-010-011,WTR-010-011,APT-010-011,2026-09-26,0.605
USE-20260926-010-012,WTR-010-012,APT-010-012,2026-09-26,0.69
USE-20260926-010-013,WTR-010-013,APT-010-013,2026-09-26,0.365
USE-20260926-010-014,WTR-010-014,APT-010-014,2026-09-26,0.671
USE-20260926-010-015,WTR-010-015,APT-010-015,2026-09-26,0.562
USE-20260926-010-016,WTR-010-016,APT-010-016,2026-09-26,0.188
USE-20260926-010-017,WTR-010-017,APT-010-017,2026-09-26,0.539
USE-20260926-010-018,WTR-010-018,APT-010-018,2026-09-26,0.952
USE-20260926-010-019,WTR-010-019,APT-010-019,2026-09-26,0.666
USE-20260926-010-020,WTR-010-020,APT-010-020,2026-09-26,0.862
USE-20260926-010-021,WTR-010-021,APT-010-021,2026-09-26,0.458
USE-20260926-010-022,WTR-010-022,APT-010-022,2026-09-26,0.445
USE-20260926-010-023,WTR-010-023,APT-010-023,2026-09-26,0.973
USE-20260926-010-024,WTR-010-024,APT-010-024,2026-09-26,0.577
USE-20260926-010-025,WTR-010-025,APT-010-025,2026-09-26,0.823
USE-20260926-010-026,WTR-010-026,APT-010-026,2026-09-26,0.436
USE-20260926-010-027,WTR-010-027,APT-010-027,2026-09-26,0.417
USE-20260926-010-028,WTR-010-028,APT-010-028,2026-09-26,0.34
USE-20260926-010-029,WTR-010-029,APT-010-029,2026-09-26,0.414
USE-20260926-010-030,WTR-010-030,APT-010-030,2026-09-26,0.661
USE-20260926-010-031,WTR-010-031,APT-010-031,2026-09-26,0.757
USE-20260926-010-032,WTR-010-032,APT-010-032,2026-09-26,0.791
USE-20260926-010-033,WTR-010-033,APT-010-033,2026-09-26,0.925
USE-20260926-010-034,WTR-010-034,APT-010-034,2026-09-26,0.676
USE-20260926-010-035,WTR-010-035,APT-010-035,2026-09-26,0.737
USE-20260926-010-036,WTR-010-036,APT-010-036,2026-09-26,0.678
USE-20260926-010-037,WTR-010-037,APT-010-037,2026-09-26,0.562
USE-20260926-010-038,WTR-010-038,APT-010-038,2026-09-26,0.388
USE-20260926-010-039,WTR-010-039,APT-010-039,2026-09-26,0.578
USE-20260926-010-040,WTR-010-040,APT-010-040,2026-09-26,0.389
USE-20260926-010-041,WTR-010-041,APT-010-041,2026-09-26,0.714
USE-20260926-010-042,WTR-010-042,APT-010-042,2026-09-26,0.784
USE-20260926-010-043,WTR-010-043,APT-010-043,2026-09-26,0.391
USE-20260926-010-044,WTR-010-044,APT-010-044,2026-09-26,0.374
USE-20260926-010-045,WTR-010-045,APT-010-045,2026-09-26,0.482
USE-20260926-010-046,WTR-010-046,APT-010-046,2026-09-26,0.271
USE-20260926-010-047,WTR-010-047,APT-010-047,2026-09-26,0.636
USE-20260926-010-048,WTR-010-048,APT-010-048,2026-09-26,0.228
USE-20260926-010-049,WTR-010-049,APT-010-049,2026-09-26,0.713
USE-20260926-010-050,WTR-010-050,APT-010-050,2026-09-26,0.31
USE-20260927-001-001,WTR-001-001,APT-001-001,2026-09-27,0.397
USE-20260927-001-002,WTR-001-002,APT-001-002,2026-09-27,0.543
USE-20260927-001-003,WTR-001-003,APT-001-003,2026-09-27,0.315
USE-20260927-001-004,WTR-001-004,APT-001-004,2026-09-27,0.298
USE-20260927-001-005,WTR-001-005,APT-001-005,2026-09-27,0.396
USE-20260927-001-006,WTR-001-006,APT-001-006,2026-09-27,0.843
USE-20260927-001-007,WTR-001-007,APT-001-007,2026-09-27,0.357
USE-20260927-001-008,WTR-001-008,APT-001-008,2026-09-27,0.58
USE-20260927-001-009,WTR-001-009,APT-001-009,2026-09-27,0.365
USE-20260927-001-010,WTR-001-010,APT-001-010,2026-09-27,0.524
USE-20260927-001-011,WTR-001-011,APT-001-011,2026-09-27,0.592
USE-20260927-001-012,WTR-001-012,APT-001-012,2026-09-27,0.715
USE-20260927-001-013,WTR-001-013,APT-001-013,2026-09-27,0.536
USE-20260927-001-014,WTR-001-014,APT-001-014,2026-09-27,0.495
USE-20260927-001-015,WTR-001-015,APT-001-015,2026-09-27,0.468
USE-20260927-001-016,WTR-001-016,APT-001-016,2026-09-27,0.748
USE-20260927-001-017,WTR-001-017,APT-001-017,2026-09-27,0.475
USE-20260927-001-018,WTR-001-018,APT-001-018,2026-09-27,0.526
USE-20260927-001-019,WTR-001-019,APT-001-019,2026-09-27,0.482
USE-20260927-001-020,WTR-001-020,APT-001-020,2026-09-27,0.332
USE-20260927-001-021,WTR-001-021,APT-001-021,2026-09-27,0.462
USE-20260927-001-022,WTR-001-022,APT-001-022,2026-09-27,0.614
USE-20260927-001-023,WTR-001-023,APT-001-023,2026-09-27,0.733
USE-20260927-001-024,WTR-001-024,APT-001-024,2026-09-27,0.362
USE-20260927-001-025,WTR-001-025,APT-001-025,2026-09-27,0.836
USE-20260927-001-026,WTR-001-026,APT-001-026,2026-09-27,0.448
USE-20260927-001-027,WTR-001-027,APT-001-027,2026-09-27,0.833
USE-20260927-001-028,WTR-001-028,APT-001-028,2026-09-27,0.75
USE-20260927-001-029,WTR-001-029,APT-001-029,2026-09-27,0.687
USE-20260927-001-030,WTR-001-030,APT-001-030,2026-09-27,0.498
USE-20260927-001-031,WTR-001-031,APT-001-031,2026-09-27,0.262
USE-20260927-001-032,WTR-001-032,APT-001-032,2026-09-27,0.458
USE-20260927-001-033,WTR-001-033,APT-001-033,2026-09-27,0.673
USE-20260927-001-034,WTR-001-034,APT-001-034,2026-09-27,0.685
USE-20260927-001-035,WTR-001-035,APT-001-035,2026-09-27,0.421
USE-20260927-001-036,WTR-001-036,APT-001-036,2026-09-27,0.577
USE-20260927-001-037,WTR-001-037,APT-001-037,2026-09-27,0.562
USE-20260927-001-038,WTR-001-038,APT-001-038,2026-09-27,0.625
USE-20260927-001-039,WTR-001-039,APT-001-039,2026-09-27,0.623
USE-20260927-001-040,WTR-001-040,APT-001-040,2026-09-27,0.625
USE-20260927-001-041,WTR-001-041,APT-001-041,2026-09-27,0.338
USE-20260927-001-042,WTR-001-042,APT-001-042,2026-09-27,0.447
USE-20260927-001-043,WTR-001-043,APT-001-043,2026-09-27,0.463
USE-20260927-001-044,WTR-001-044,APT-001-044,2026-09-27,0.61
USE-20260927-001-045,WTR-001-045,APT-001-045,2026-09-27,0.611
USE-20260927-001-046,WTR-001-046,APT-001-046,2026-09-27,0.452
USE-20260927-001-047,WTR-001-047,APT-001-047,2026-09-27,0.544
USE-20260927-001-048,WTR-001-048,APT-001-048,2026-09-27,0.437
USE-20260927-001-049,WTR-001-049,APT-001-049,2026-09-27,0.429
USE-20260927-001-050,WTR-001-050,APT-001-050,2026-09-27,0.851
USE-20260927-002-001,WTR-002-001,APT-002-001,2026-09-27,0.666
USE-20260927-002-002,WTR-002-002,APT-002-002,2026-09-27,0.38
USE-20260927-002-003,WTR-002-003,APT-002-003,2026-09-27,0.41
USE-20260927-002-004,WTR-002-004,APT-002-004,2026-09-27,0.74
USE-20260927-002-005,WTR-002-005,APT-002-005,2026-09-27,0.712
USE-20260927-002-006,WTR-002-006,APT-002-006,2026-09-27,0.586
USE-20260927-002-007,WTR-002-007,APT-002-007,2026-09-27,0.407
USE-20260927-002-008,WTR-002-008,APT-002-008,2026-09-27,0.489
USE-20260927-002-009,WTR-002-009,APT-002-009,2026-09-27,0.89
USE-20260927-002-010,WTR-002-010,APT-002-010,2026-09-27,0.882
USE-20260927-002-011,WTR-002-011,APT-002-011,2026-09-27,0.582
USE-20260927-002-012,WTR-002-012,APT-002-012,2026-09-27,0.819
USE-20260927-002-013,WTR-002-013,APT-002-013,2026-09-27,0.284
USE-20260927-002-014,WTR-002-014,APT-002-014,2026-09-27,0.406
USE-20260927-002-015,WTR-002-015,APT-002-015,2026-09-27,0.471
USE-20260927-002-016,WTR-002-016,APT-002-016,2026-09-27,0.917
USE-20260927-002-017,WTR-002-017,APT-002-017,2026-09-27,0.42
USE-20260927-002-018,WTR-002-018,APT-002-018,2026-09-27,0.475
USE-20260927-002-019,WTR-002-019,APT-002-019,2026-09-27,0.526
USE-20260927-002-020,WTR-002-020,APT-002-020,2026-09-27,0.609
USE-20260927-002-021,WTR-002-021,APT-002-021,2026-09-27,0.304
USE-20260927-002-022,WTR-002-022,APT-002-022,2026-09-27,0.473
USE-20260927-002-023,WTR-002-023,APT-002-023,2026-09-27,0.367
USE-20260927-002-024,WTR-002-024,APT-002-024,2026-09-27,0.61
USE-20260927-002-025,WTR-002-025,APT-002-025,2026-09-27,0.404
USE-20260927-002-026,WTR-002-026,APT-002-026,2026-09-27,0.504
USE-20260927-002-027,WTR-002-027,APT-002-027,2026-09-27,0.276
USE-20260927-002-028,WTR-002-028,APT-002-028,2026-09-27,0.61
USE-20260927-002-029,WTR-002-029,APT-002-029,2026-09-27,0.439
USE-20260927-002-030,WTR-002-030,APT-002-030,2026-09-27,0.322
USE-20260927-002-031,WTR-002-031,APT-002-031,2026-09-27,0.765
USE-20260927-002-032,WTR-002-032,APT-002-032,2026-09-27,0.496
USE-20260927-002-033,WTR-002-033,APT-002-033,2026-09-27,0.246
USE-20260927-002-034,WTR-002-034,APT-002-034,2026-09-27,0.53
USE-20260927-002-035,WTR-002-035,APT-002-035,2026-09-27,0.498
USE-20260927-002-036,WTR-002-036,APT-002-036,2026-09-27,0.669
USE-20260927-002-037,WTR-002-037,APT-002-037,2026-09-27,0.457
USE-20260927-002-038,WTR-002-038,APT-002-038,2026-09-27,0.537
USE-20260927-002-039,WTR-002-039,APT-002-039,2026-09-27,0.707
USE-20260927-002-040,WTR-002-040,APT-002-040,2026-09-27,0.342
USE-20260927-002-041,WTR-002-041,APT-002-041,2026-09-27,0.407
USE-20260927-002-042,WTR-002-042,APT-002-042,2026-09-27,0.906
USE-20260927-002-043,WTR-002-043,APT-002-043,2026-09-27,0.29
USE-20260927-002-044,WTR-002-044,APT-002-044,2026-09-27,0.333
USE-20260927-002-045,WTR-002-045,APT-002-045,2026-09-27,0.653
USE-20260927-002-046,WTR-002-046,APT-002-046,2026-09-27,0.59
USE-20260927-002-047,WTR-002-047,APT-002-047,2026-09-27,0.981
USE-20260927-002-048,WTR-002-048,APT-002-048,2026-09-27,0.561
USE-20260927-002-049,WTR-002-049,APT-002-049,2026-09-27,0.705
USE-20260927-002-050,WTR-002-050,APT-002-050,2026-09-27,0.526
USE-20260927-003-001,WTR-003-001,APT-003-001,2026-09-27,0.616
USE-20260927-003-002,WTR-003-002,APT-003-002,2026-09-27,0.592
USE-20260927-003-003,WTR-003-003,APT-003-003,2026-09-27,0.513
USE-20260927-003-004,WTR-003-004,APT-003-004,2026-09-27,0.382
USE-20260927-003-005,WTR-003-005,APT-003-005,2026-09-27,0.582
