assignment_id,apartment_id,service_type,device_id,plan_id,effective_from,effective_to,assignment_status
ASG-R-008-004,APT-008-004,RENTAL,RNT-008-004,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-005,APT-008-005,WATER,WTR-008-005,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-005,APT-008-005,RENTAL,RNT-008-005,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-006,APT-008-006,WATER,WTR-008-006,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-006,APT-008-006,RENTAL,RNT-008-006,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-007,APT-008-007,WATER,WTR-008-007,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-007,APT-008-007,RENTAL,RNT-008-007,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-008,APT-008-008,WATER,WTR-008-008,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-008,APT-008-008,RENTAL,RNT-008-008,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-009,APT-008-009,WATER,WTR-008-009,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-009,APT-008-009,RENTAL,RNT-008-009,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-010,APT-008-010,WATER,WTR-008-010,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-010,APT-008-010,RENTAL,RNT-008-010,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-011,APT-008-011,WATER,WTR-008-011,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-011,APT-008-011,RENTAL,RNT-008-011,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-012,APT-008-012,WATER,WTR-008-012,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-012,APT-008-012,RENTAL,RNT-008-012,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-013,APT-008-013,WATER,WTR-008-013,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-013,APT-008-013,RENTAL,RNT-008-013,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-014,APT-008-014,WATER,WTR-008-014,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-014,APT-008-014,RENTAL,RNT-008-014,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-015,APT-008-015,WATER,WTR-008-015,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-015,APT-008-015,RENTAL,RNT-008-015,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-016,APT-008-016,WATER,WTR-008-016,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-016,APT-008-016,RENTAL,RNT-008-016,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-017,APT-008-017,WATER,WTR-008-017,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-017,APT-008-017,RENTAL,RNT-008-017,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-018,APT-008-018,WATER,WTR-008-018,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-018,APT-008-018,RENTAL,RNT-008-018,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-019,APT-008-019,WATER,WTR-008-019,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-019,APT-008-019,RENTAL,RNT-008-019,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-020,APT-008-020,WATER,WTR-008-020,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-020,APT-008-020,RENTAL,RNT-008-020,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-021,APT-008-021,WATER,WTR-008-021,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-021,APT-008-021,RENTAL,RNT-008-021,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-022,APT-008-022,WATER,WTR-008-022,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-022,APT-008-022,RENTAL,RNT-008-022,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-023,APT-008-023,WATER,WTR-008-023,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-023,APT-008-023,RENTAL,RNT-008-023,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-024,APT-008-024,WATER,WTR-008-024,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-024,APT-008-024,RENTAL,RNT-008-024,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-025,APT-008-025,WATER,WTR-008-025,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-025,APT-008-025,RENTAL,RNT-008-025,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-026,APT-008-026,WATER,WTR-008-026,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-026,APT-008-026,RENTAL,RNT-008-026,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-027,APT-008-027,WATER,WTR-008-027,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-027,APT-008-027,RENTAL,RNT-008-027,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-028,APT-008-028,WATER,WTR-008-028,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-028,APT-008-028,RENTAL,RNT-008-028,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-029,APT-008-029,WATER,WTR-008-029,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-029,APT-008-029,RENTAL,RNT-008-029,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-030,APT-008-030,WATER,WTR-008-030,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-030,APT-008-030,RENTAL,RNT-008-030,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-031,APT-008-031,WATER,WTR-008-031,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-031,APT-008-031,RENTAL,RNT-008-031,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-032,APT-008-032,WATER,WTR-008-032,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-032,APT-008-032,RENTAL,RNT-008-032,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-033,APT-008-033,WATER,WTR-008-033,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-033,APT-008-033,RENTAL,RNT-008-033,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-034,APT-008-034,WATER,WTR-008-034,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-034,APT-008-034,RENTAL,RNT-008-034,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-035,APT-008-035,WATER,WTR-008-035,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-035,APT-008-035,RENTAL,RNT-008-035,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-036,APT-008-036,WATER,WTR-008-036,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-036,APT-008-036,RENTAL,RNT-008-036,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-037,APT-008-037,WATER,WTR-008-037,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-037,APT-008-037,RENTAL,RNT-008-037,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-038,APT-008-038,WATER,WTR-008-038,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-038,APT-008-038,RENTAL,RNT-008-038,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-039,APT-008-039,WATER,WTR-008-039,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-039,APT-008-039,RENTAL,RNT-008-039,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-040,APT-008-040,WATER,WTR-008-040,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-040,APT-008-040,RENTAL,RNT-008-040,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-041,APT-008-041,WATER,WTR-008-041,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-041,APT-008-041,RENTAL,RNT-008-041,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-042,APT-008-042,WATER,WTR-008-042,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-042,APT-008-042,RENTAL,RNT-008-042,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-043,APT-008-043,WATER,WTR-008-043,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-043,APT-008-043,RENTAL,RNT-008-043,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-044,APT-008-044,WATER,WTR-008-044,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-044,APT-008-044,RENTAL,RNT-008-044,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-045,APT-008-045,WATER,WTR-008-045,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-045,APT-008-045,RENTAL,RNT-008-045,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-046,APT-008-046,WATER,WTR-008-046,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-046,APT-008-046,RENTAL,RNT-008-046,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-047,APT-008-047,WATER,WTR-008-047,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-047,APT-008-047,RENTAL,RNT-008-047,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-048,APT-008-048,WATER,WTR-008-048,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-048,APT-008-048,RENTAL,RNT-008-048,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-049,APT-008-049,WATER,WTR-008-049,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-049,APT-008-049,RENTAL,RNT-008-049,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-050,APT-008-050,WATER,WTR-008-050,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-050,APT-008-050,RENTAL,RNT-008-050,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-001,APT-009-001,WATER,WTR-009-001,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-001,APT-009-001,RENTAL,RNT-009-001,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-002,APT-009-002,WATER,WTR-009-002,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-002,APT-009-002,RENTAL,RNT-009-002,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-003,APT-009-003,WATER,WTR-009-003,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-003,APT-009-003,RENTAL,RNT-009-003,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-004,APT-009-004,WATER,WTR-009-004,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-004,APT-009-004,RENTAL,RNT-009-004,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-005,APT-009-005,WATER,WTR-009-005,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-005,APT-009-005,RENTAL,RNT-009-005,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-006,APT-009-006,WATER,WTR-009-006,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-006,APT-009-006,RENTAL,RNT-009-006,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-007,APT-009-007,WATER,WTR-009-007,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-007,APT-009-007,RENTAL,RNT-009-007,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-008,APT-009-008,WATER,WTR-009-008,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-008,APT-009-008,RENTAL,RNT-009-008,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-009,APT-009-009,WATER,WTR-009-009,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-009,APT-009-009,RENTAL,RNT-009-009,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-010,APT-009-010,WATER,WTR-009-010,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-010,APT-009-010,RENTAL,RNT-009-010,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-011,APT-009-011,WATER,WTR-009-011,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-011,APT-009-011,RENTAL,RNT-009-011,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-012,APT-009-012,WATER,WTR-009-012,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-012,APT-009-012,RENTAL,RNT-009-012,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-013,APT-009-013,WATER,WTR-009-013,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-013,APT-009-013,RENTAL,RNT-009-013,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-014,APT-009-014,WATER,WTR-009-014,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-014,APT-009-014,RENTAL,RNT-009-014,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-015,APT-009-015,WATER,WTR-009-015,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-015,APT-009-015,RENTAL,RNT-009-015,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-016,APT-009-016,WATER,WTR-009-016,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-016,APT-009-016,RENTAL,RNT-009-016,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-017,APT-009-017,WATER,WTR-009-017,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-017,APT-009-017,RENTAL,RNT-009-017,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-018,APT-009-018,WATER,WTR-009-018,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-018,APT-009-018,RENTAL,RNT-009-018,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-019,APT-009-019,WATER,WTR-009-019,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-019,APT-009-019,RENTAL,RNT-009-019,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-020,APT-009-020,WATER,WTR-009-020,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-020,APT-009-020,RENTAL,RNT-009-020,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-021,APT-009-021,WATER,WTR-009-021,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-021,APT-009-021,RENTAL,RNT-009-021,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-022,APT-009-022,WATER,WTR-009-022,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-022,APT-009-022,RENTAL,RNT-009-022,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-023,APT-009-023,WATER,WTR-009-023,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-023,APT-009-023,RENTAL,RNT-009-023,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-024,APT-009-024,WATER,WTR-009-024,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-024,APT-009-024,RENTAL,RNT-009-024,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-025,APT-009-025,WATER,WTR-009-025,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-025,APT-009-025,RENTAL,RNT-009-025,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-026,APT-009-026,WATER,WTR-009-026,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-026,APT-009-026,RENTAL,RNT-009-026,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-027,APT-009-027,WATER,WTR-009-027,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-027,APT-009-027,RENTAL,RNT-009-027,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-028,APT-009-028,WATER,WTR-009-028,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-028,APT-009-028,RENTAL,RNT-009-028,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-029,APT-009-029,WATER,WTR-009-029,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-029,APT-009-029,RENTAL,RNT-009-029,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-030,APT-009-030,WATER,WTR-009-030,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-030,APT-009-030,RENTAL,RNT-009-030,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-031,APT-009-031,WATER,WTR-009-031,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-031,APT-009-031,RENTAL,RNT-009-031,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-032,APT-009-032,WATER,WTR-009-032,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-032,APT-009-032,RENTAL,RNT-009-032,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-033,APT-009-033,WATER,WTR-009-033,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-033,APT-009-033,RENTAL,RNT-009-033,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-034,APT-009-034,WATER,WTR-009-034,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-034,APT-009-034,RENTAL,RNT-009-034,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-035,APT-009-035,WATER,WTR-009-035,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-035,APT-009-035,RENTAL,RNT-009-035,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-036,APT-009-036,WATER,WTR-009-036,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-036,APT-009-036,RENTAL,RNT-009-036,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-037,APT-009-037,WATER,WTR-009-037,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-037,APT-009-037,RENTAL,RNT-009-037,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-038,APT-009-038,WATER,WTR-009-038,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-038,APT-009-038,RENTAL,RNT-009-038,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-039,APT-009-039,WATER,WTR-009-039,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-039,APT-009-039,RENTAL,RNT-009-039,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-040,APT-009-040,WATER,WTR-009-040,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-040,APT-009-040,RENTAL,RNT-009-040,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-041,APT-009-041,WATER,WTR-009-041,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-041,APT-009-041,RENTAL,RNT-009-041,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-042,APT-009-042,WATER,WTR-009-042,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-042,APT-009-042,RENTAL,RNT-009-042,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-043,APT-009-043,WATER,WTR-009-043,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-043,APT-009-043,RENTAL,RNT-009-043,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-044,APT-009-044,WATER,WTR-009-044,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-044,APT-009-044,RENTAL,RNT-009-044,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-045,APT-009-045,WATER,WTR-009-045,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-045,APT-009-045,RENTAL,RNT-009-045,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-046,APT-009-046,WATER,WTR-009-046,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-046,APT-009-046,RENTAL,RNT-009-046,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-047,APT-009-047,WATER,WTR-009-047,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-047,APT-009-047,RENTAL,RNT-009-047,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-048,APT-009-048,WATER,WTR-009-048,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-048,APT-009-048,RENTAL,RNT-009-048,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-049,APT-009-049,WATER,WTR-009-049,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-049,APT-009-049,RENTAL,RNT-009-049,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-009-050,APT-009-050,WATER,WTR-009-050,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-009-050,APT-009-050,RENTAL,RNT-009-050,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-001,APT-010-001,WATER,WTR-010-001,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-001,APT-010-001,RENTAL,RNT-010-001,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-002,APT-010-002,WATER,WTR-010-002,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-002,APT-010-002,RENTAL,RNT-010-002,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-003,APT-010-003,WATER,WTR-010-003,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-003,APT-010-003,RENTAL,RNT-010-003,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-004,APT-010-004,WATER,WTR-010-004,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-004,APT-010-004,RENTAL,RNT-010-004,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-005,APT-010-005,WATER,WTR-010-005,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-005,APT-010-005,RENTAL,RNT-010-005,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-006,APT-010-006,WATER,WTR-010-006,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-006,APT-010-006,RENTAL,RNT-010-006,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-007,APT-010-007,WATER,WTR-010-007,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-007,APT-010-007,RENTAL,RNT-010-007,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-008,APT-010-008,WATER,WTR-010-008,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-008,APT-010-008,RENTAL,RNT-010-008,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-009,APT-010-009,WATER,WTR-010-009,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-009,APT-010-009,RENTAL,RNT-010-009,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-010,APT-010-010,WATER,WTR-010-010,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-010,APT-010-010,RENTAL,RNT-010-010,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-011,APT-010-011,WATER,WTR-010-011,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-011,APT-010-011,RENTAL,RNT-010-011,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-012,APT-010-012,WATER,WTR-010-012,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-012,APT-010-012,RENTAL,RNT-010-012,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-013,APT-010-013,WATER,WTR-010-013,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-013,APT-010-013,RENTAL,RNT-010-013,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-014,APT-010-014,WATER,WTR-010-014,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-014,APT-010-014,RENTAL,RNT-010-014,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-015,APT-010-015,WATER,WTR-010-015,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-015,APT-010-015,RENTAL,RNT-010-015,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-016,APT-010-016,WATER,WTR-010-016,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-016,APT-010-016,RENTAL,RNT-010-016,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-017,APT-010-017,WATER,WTR-010-017,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-017,APT-010-017,RENTAL,RNT-010-017,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-018,APT-010-018,WATER,WTR-010-018,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-018,APT-010-018,RENTAL,RNT-010-018,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-019,APT-010-019,WATER,WTR-010-019,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-019,APT-010-019,RENTAL,RNT-010-019,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-020,APT-010-020,WATER,WTR-010-020,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-020,APT-010-020,RENTAL,RNT-010-020,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-021,APT-010-021,WATER,WTR-010-021,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-010-021,APT-010-021,RENTAL,RNT-010-021,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-010-022,APT-010-022,WATER,WTR-010-022,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
